ID_Ativo,Frequencia_Falhas,Tempo_Operacao,Numero_Clientes_Afetados,Tipo_Ativo,Localidade,Historico_Manutencao,Impacto_DEC_FEC,Data_Evento,Frequencia_Falhas_Norm,Tempo_Operacao_Norm,Impacto_DEC_FEC_Norm,Numero_Clientes_Afetados_Norm,Criticidade,Criticidade_Cenário 1,Criticidade_Cenário 2
A-0286,1,11.0,100,Isolador,Centro,Não,4.87,2023-10-18,0.125,0.22689075630252106,0.10185967878275572,0.05263157894736842,0.13119921279006777,0.12101013715981566,0.14138828842031986
A-0287,2,7.5,100,Religador,Zona Sul,Não,9.58,2024-03-21,0.25,0.15336134453781514,0.20139475908706678,0.05263157894736842,0.1963538545284199,0.2060177200746384,0.1866899889822014
A-0288,0,2.8,1000,Isolador,Centro,Não,4.01,2023-10-26,0.0,0.0546218487394958,0.08368554522400676,1.0,0.1360300333151012,0.1305678484411516,0.14149221818905078
A-0289,3,14.9,50,Isolador,Zona Oeste,Não,15.84,2017-02-23,0.375,0.3088235294117648,0.33368554522400673,0.0,0.311870369449555,0.3184880165083785,0.3052527223907314
A-0290,3,8.2,200,Isolador,Zona Norte,Não,17.14,2020-11-10,0.375,0.16806722689075632,0.3611580726965342,0.15789473684210525,0.3077503408713221,0.32844361818224643,0.2870570635603977
A-0291,1,4.8,500,Transformador,Centro,Não,9.29,2023-10-07,0.125,0.09663865546218488,0.19526627218934908,0.47368421052631576,0.1752760338018733,0.1781121682556548,0.17243989934809176
A-0292,2,4.4,500,Isolador,Zona Sul,Sim,14.65,2023-02-13,0.25,0.08823529411764708,0.30853761622992393,0.47368421052631576,0.2575767647451382,0.2737532353333735,0.24140029415690287
A-0293,3,23.4,1000,Cabo,Zona Norte,Não,23.89,2010-03-10,0.375,0.4873949579831933,0.503803888419273,1.0,0.4986201581224206,0.48738066232410127,0.5098596539207398
A-0294,2,7.1,1000,Cabo,Centro,Não,18.13,2022-07-30,0.25,0.14495798319327732,0.38207945900253587,1.0,0.3436154343394162,0.3541196360200885,0.333111232658744
A-0295,3,2.2,50,Seccionalizador,Zona Norte,Não,12.19,2024-07-19,0.375,0.04201680672268908,0.2565511411665258,0.0,0.23536870369449558,0.26866702302222667,0.20207038436676444
A-0296,2,18.4,500,Isolador,Centro,Não,16.32,2019-04-10,0.25,0.3823529411764706,0.3438292476754015,0.47368421052631576,0.32698778359054614,0.3137524894728991,0.3402230777081932
A-0297,0,6.2,200,Isolador,Centro,Não,2.47,2022-05-17,0.0,0.12605042016806725,0.05114116652578192,0.15789473684210525,0.05634190767555856,0.04373686565875183,0.06894694969236527
A-0298,1,5.0,200,Religador,Centro,Sim,8.12,2021-01-23,0.125,0.10084033613445378,0.17054099746407436,0.15789473684210525,0.1371198401503236,0.13953580653687822,0.13470387376376897
A-0299,1,3.0,100,Transformador,Zona Norte,Sim,7.88,2022-02-26,0.125,0.05882352941176471,0.165469146238377,0.05263157894736842,0.11666860764860289,0.12328625470742641,0.11005096058977935
A-0300,1,8.5,200,Seccionalizador,Centro,Não,9.92,2024-03-30,0.125,0.1743697478991597,0.20857988165680472,0.15789473684210525,0.16323738776108387,0.15830041297116793,0.16817436255099985
A-0301,1,15.5,1000,Isolador,Zona Sul,Sim,7.19,2012-01-05,0.125,0.3214285714285715,0.15088757396449706,1.0,0.25955198647506345,0.23990912933220626,0.2791948436179206
A-0302,0,8.7,1000,Religador,Zona Sul,Sim,0.15,2019-08-08,0.0,0.1785714285714286,0.0021132713440405746,1.0,0.1363482671174979,0.11849112426035503,0.15420540997464077
A-0303,2,5.4,200,Transformador,Zona Norte,Sim,11.5,2020-04-07,0.25,0.10924369747899161,0.2419695688926458,0.15789473684210525,0.2102290838478026,0.22430471409990344,0.19615345359570174
A-0304,1,1.8,50,Seccionalizador,Zona Sul,Não,8.86,2023-12-26,0.125,0.033613445378151266,0.18617920540997462,0.0,0.11257645069862264,0.12171510616080751,0.10343779523643777
A-0305,3,6.5,200,Seccionalizador,Zona Oeste,Sim,19.49,2020-10-07,0.375,0.1323529411764706,0.4108199492814877,0.15789473684210525,0.315506046703951,0.3397707525863039,0.29124134082159797
A-0306,2,10.0,500,Isolador,Zona Norte,Não,15.51,2019-09-10,0.25,0.20588235294117652,0.32671174978867284,0.47368421052631576,0.2865584165774687,0.2909701812833511,0.2821466518715864
A-0307,2,3.8,500,Seccionalizador,Zona Sul,Não,12.67,2023-06-07,0.25,0.07563025210084033,0.2666948436179205,0.47368421052631576,0.2425029245581758,0.25993989934809175,0.22506594976825983
A-0308,0,19.0,200,Religador,Centro,Não,4.4,2018-09-15,0.0,0.39495798319327735,0.09192730346576501,0.15789473684210525,0.1223592613625955,0.08286346304326776,0.16185505968192324
A-0309,1,5.6,50,Seccionalizador,Zona Oeste,Não,8.0,2020-07-23,0.125,0.1134453781512605,0.1680050718512257,0.0,0.12309059718561982,0.12424605937049377,0.12193513500074585
A-0310,1,10.6,200,Cabo,Centro,Sim,8.63,2020-02-15,0.125,0.21848739495798322,0.1813186813186813,0.15789473684210525,0.16388255707141158,0.15453381757561324,0.17323129656720987
A-0311,3,5.8,200,Religador,Zona Norte,Não,17.61,2022-11-13,0.375,0.11764705882352942,0.3710904480135249,0.15789473684210525,0.3006460198529739,0.3263813139706209,0.2749107257353268
A-0312,1,14.1,1000,Transformador,Zona Sul,Não,7.26,2014-01-05,0.125,0.2920168067226891,0.15236686390532544,1.0,0.25411342051613545,0.23741173984386654,0.27081510118840435
A-0313,2,9.1,200,Transformador,Centro,Não,13.51,2018-02-24,0.25,0.18697478991596642,0.28444632290786137,0.15789473684210525,0.23851832853976224,0.24482084954816558,0.23221580753135887
A-0314,2,22.7,200,Isolador,Centro,Não,14.21,2010-03-09,0.25,0.47268907563025214,0.2992392223161454,0.15789473684210525,0.3000990555051046,0.2778301479420794,0.32236796306812976
A-0315,3,9.3,200,Isolador,Zona Norte,Não,16.38,2020-08-27,0.375,0.19117647058823534,0.34509721048182584,0.15789473684210525,0.3075539309464054,0.32593628388758183,0.28917157800522886
A-0316,4,12.0,50,Cabo,Zona Norte,Sim,18.9,2015-05-14,0.5,0.24789915966386558,0.3983516483516483,0.0,0.36908532643826764,0.39429541047188105,0.34387524240465417
A-0317,0,9.7,1000,Transformador,Zona Sul,Sim,1.43,2023-04-23,0.0,0.19957983193277312,0.02916314454775993,1.0,0.14866490975088262,0.1287069265576053,0.1686228929441599
A-0318,2,2.8,200,Transformador,Zona Oeste,Não,14.43,2023-07-10,0.25,0.0546218487394958,0.3038884192730346,0.15789473684210525,0.21788036921402007,0.23741818434007048,0.19834255408796964
A-0319,1,18.1,200,Transformador,Centro,Sim,8.0,2021-05-19,0.125,0.37605042016806733,0.1680050718512257,0.15789473684210525,0.19140107927319172,0.16629603725638498,0.21650612128999844
A-0320,3,10.7,200,Transformador,Centro,Sim,16.56,2019-01-05,0.375,0.22058823529411767,0.3489010989010989,0.15789473684210525,0.31457745041336377,0.33001862688395195,0.2991362739427755
A-0321,1,12.3,200,Seccionalizador,Zona Sul,Não,7.94,2024-09-07,0.125,0.25420168067226895,0.16673710904480135,0.15789473684210525,0.16665094253210472,0.15373077446487782,0.17957111059933162
A-0322,1,16.5,200,Religador,Zona Norte,Sim,7.28,2013-01-10,0.125,0.342436974789916,0.15278951817413355,0.15789473684210525,0.18011372409443382,0.1583700266154422,0.2018574215734254
A-0323,2,17.0,500,Religador,Zona Sul,Sim,13.33,2009-07-29,0.25,0.3529411764705883,0.28064243448858833,0.47368421052631576,0.30214938669332575,0.2918552690462669,0.3124435043403846
A-0324,2,3.1,100,Cabo,Centro,Não,13.44,2023-03-07,0.25,0.060924369747899165,0.28296703296703296,0.05263157894736842,0.20233814173442657,0.22124570475963665,0.18343057870921647
A-0325,0,2.5,200,Seccionalizador,Zona Norte,Não,0.06,2023-02-11,0.0,0.04831932773109244,0.0002113271344040574,0.15789473684210525,0.02551673737075023,0.020684804597640986,0.030348670143859474
A-0326,1,4.1,100,Transformador,Zona Norte,Sim,6.18,2021-08-29,0.125,0.0819327731092437,0.12954353338968724,0.05263157894736842,0.11051277253349176,0.11481949522256737,0.10620604984441612
A-0327,4,2.6,200,Transformador,Zona Norte,Não,21.28,2023-04-07,0.5,0.05042016806722689,0.44864750633981404,0.15789473684210525,0.3604677591996001,0.40542574239287743,0.3155097760063228
A-0328,3,5.7,50,Isolador,Zona Norte,Não,12.28,2024-09-19,0.375,0.11554621848739498,0.2584530853761623,0.0,0.2506451693103277,0.2765905474615882,0.22469979115906716
A-0329,0,2.9,200,Isolador,Zona Norte,Não,1.49,2024-12-17,0.0,0.05672268907563025,0.030431107354184275,0.15789473684210525,0.03626334370559186,0.030591074798028833,0.041935612613154885
A-0330,1,3.1,500,Cabo,Zona Norte,Sim,6.49,2024-01-25,0.125,0.060924369747899165,0.13609467455621302,0.47368421052631576,0.15038169736907533,0.1567892603942854,0.14397413434386525
A-0331,0,10.4,500,Transformador,Centro,Sim,2.98,2019-07-11,0.0,0.21428571428571433,0.06191885038038884,0.47368421052631576,0.1088012190238911,0.08737264759531967,0.13022979045246252
A-0332,2,1.6,200,Cabo,Centro,Não,11.04,2024-04-26,0.25,0.02941176470588236,0.23224852071005914,0.15789473684210525,0.19134638283840474,0.2134052063678165,0.16928755930899297
A-0333,1,8.4,200,Seccionalizador,Zona Norte,Sim,8.81,2018-11-08,0.125,0.17226890756302526,0.18512256973795435,0.15789473684210525,0.15578002611820188,0.15105313536189935,0.1605069168745044
A-0334,2,14.9,50,Religador,Zona Norte,Não,8.13,2014-09-12,0.25,0.3088235294117648,0.17075232459847844,0.0,0.2129904032618965,0.20710805032072,0.21887275620307295
A-0335,4,14.8,200,Transformador,Zona Norte,Não,21.51,2024-08-29,0.5,0.30672268907563033,0.4535080304311074,0.15789473684210525,0.4131864206286688,0.43251415172110574,0.3938586895362318
A-0336,0,12.5,500,Seccionalizador,Zona Norte,Não,1.53,2022-06-10,0.0,0.25840336134453784,0.0312764158918005,0.47368421052631576,0.1084320180890793,0.08259168195462552,0.13427235422353306
A-0337,2,13.7,100,Transformador,Zona Sul,Não,13.71,2023-02-19,0.25,0.2836134453781513,0.2886728655959425,0.05263157894736842,0.24858770664914986,0.24522636211133472,0.251949051186965
A-0338,2,13.1,200,Isolador,Zona Oeste,Não,13.81,2022-05-07,0.25,0.2710084033613446,0.29078613693998306,0.15789473684210525,0.2572269954384744,0.2551261551023399,0.25932783577460883
A-0339,1,3.0,500,Cabo,Centro,Sim,10.07,2023-06-22,0.125,0.05882352941176471,0.2117497886728656,0.47368421052631576,0.1726580635368442,0.17927571059566774,0.16604041647802067
A-0340,0,6.7,500,Isolador,Centro,Sim,0.71,2022-05-31,0.0,0.1365546218487395,0.013947590870667792,0.47368421052631576,0.07886362268357983,0.06520816049870587,0.09251908486845377
A-0341,3,12.8,100,Religador,Centro,Não,18.02,2022-05-07,0.375,0.26470588235294124,0.37975486052409124,0.05263157894736842,0.3221307925225525,0.33316020428725834,0.31110138075784655
A-0342,3,5.5,200,Isolador,Zona Sul,Sim,15.95,2022-12-27,0.375,0.11134453781512606,0.33601014370245136,0.15789473684210525,0.2888614243579712,0.31522697057645854,0.2624958781394837
A-0343,2,5.5,100,Transformador,Zona Norte,Não,10.3,2021-08-31,0.25,0.11134453781512606,0.21661031276415893,0.05263157894736842,0.19251515928700974,0.20638070550549711,0.17864961306852234
A-0344,0,9.9,100,Isolador,Centro,Não,3.08,2021-07-03,0.0,0.20378151260504207,0.06403212172442942,0.05263157894736842,0.06522909693307409,0.04485094567256988,0.08560724819357829
A-0345,1,25.0,1000,Transformador,Zona Sul,Não,8.78,2000-01-31,0.125,0.5210084033613446,0.18448858833474216,1.0,0.3095482571726916,0.2699474168365571,0.349149097508826
A-0346,2,14.5,500,Religador,Centro,Não,17.35,2018-05-08,0.25,0.30042016806722693,0.36559594251901945,0.47368421052631576,0.3171312374217828,0.3120892206150601,0.3221732542285055
A-0347,5,1.6,500,Isolador,Zona Norte,Não,31.23,2024-02-29,0.625,0.02941176470588236,0.6589180050718512,0.47368421052631576,0.5009261755153634,0.5604849990447752,0.4413673519859516
A-0348,2,9.2,50,Cabo,Zona Norte,Sim,12.86,2017-08-21,0.25,0.18907563025210086,0.27071005917159763,0.0,0.21902814380189944,0.22512058077668937,0.21293570682710955
A-0349,3,3.4,500,Cabo,Zona Sul,Não,21.77,2024-04-30,0.375,0.06722689075630252,0.4590025359256128,0.47368421052631576,0.34851455998157593,0.3792918709059457,0.3177372490572062
A-0350,2,15.1,200,Cabo,Centro,Sim,13.4,2018-08-22,0.25,0.31302521008403367,0.28212172442941674,0.15789473684210525,0.26303103302984226,0.2567285120214389,0.26933355403824566
A-0351,2,19.3,200,Isolador,Zona Oeste,Não,10.9,2024-01-09,0.25,0.40126050420168075,0.22928994082840234,0.15789473684210525,0.2648285567730674,0.2497025063528993,0.27995460719323545
A-0352,5,27.7,200,Isolador,Zona Sul,Sim,27.88,2023-05-20,0.625,0.5777310924369748,0.5881234150464919,0.15789473684210525,0.5577727166855531,0.5624996074418556,0.5530458259292506
A-0353,4,14.7,50,Isolador,Centro,Não,20.35,2020-08-02,0.5,0.3046218487394958,0.4289940828402367,0.0,0.3896225945999702,0.4091604097260206,0.3700847794739197
A-0354,2,11.7,500,Transformador,Centro,Sim,14.2,2024-10-11,0.25,0.24159663865546221,0.2990278951817413,0.47368421052631576,0.28539611733824644,0.2862364534727002,0.2845557812037926
A-0355,0,12.0,200,Religador,Zona Norte,Sim,3.31,2013-06-10,0.0,0.24789915966386558,0.06889264581572274,0.15789473684210525,0.08603709936170047,0.06124718339531391,0.11082701532808703
A-0356,3,3.3,100,Cabo,Zona Oeste,Não,18.84,2024-07-11,0.375,0.06512605042016807,0.397083685545224,0.05263157894736842,0.28741347364233766,0.31840086860032085,0.25642607868435446
A-0357,2,7.7,100,Transformador,Zona Oeste,Não,10.55,2018-05-05,0.25,0.15756302521008406,0.22189349112426035,0.05263157894736842,0.20334381027403176,0.21258750775302335,0.19410011279504016
A-0358,3,9.3,100,Cabo,Zona Norte,Sim,16.73,2021-03-26,0.375,0.19117647058823534,0.3524936601859679,0.05263157894736842,0.2992465500681743,0.31762890300935076,0.2808641971269978
A-0359,1,4.7,50,Transformador,Zona Oeste,Sim,7.41,2023-11-27,0.125,0.09453781512605043,0.15553677092138632,0.0,0.11556859430162598,0.11861481278902095,0.11252237581423102
A-0360,1,11.4,200,Isolador,Centro,Não,6.13,2018-08-02,0.125,0.23529411764705888,0.12848689771766694,0.15789473684210525,0.15139436652892238,0.1403649547642165,0.16242377829362825
A-0361,5,30.3,500,Cabo,Centro,Não,31.83,1999-01-25,0.625,0.6323529411764707,0.6715976331360947,0.47368421052631576,0.6253182992287541,0.6245830051111071,0.6260535933464012
A-0362,3,12.7,50,Isolador,Zona Oeste,Sim,14.08,2013-12-22,0.375,0.26260504201680673,0.2964919695688926,0.0,0.2914685992740291,0.30270809507234847,0.2802291034757098
A-0363,4,7.9,50,Cabo,Zona Sul,Não,17.66,2018-08-26,0.5,0.16176470588235298,0.3721470836855452,0.0,0.34399706628213417,0.37782059569389886,0.3101735368703694
A-0364,2,11.6,200,Seccionalizador,Zona Norte,Sim,14.18,2017-08-17,0.25,0.23949579831932777,0.2986052409129332,0.15789473684210525,0.25327020562195607,0.25432062579002324,0.2522197854538888
A-0365,1,9.2,500,Transformador,Zona Sul,Não,6.56,2019-08-06,0.125,0.18907563025210086,0.1375739644970414,0.47368421052631576,0.17645573645216417,0.17004817342695408,0.18286329947737426
A-0366,1,6.5,200,Seccionalizador,Zona Oeste,Sim,10.16,2023-11-02,0.125,0.1323529411764706,0.2136517328825021,0.15789473684210525,0.1563555817842553,0.15562028766660824,0.15709087590190235
A-0367,0,2.1,200,Transformador,Zona Sul,Não,0.07,2023-09-14,0.0,0.03991596638655463,0.00042265426880811504,0.15789473684210525,0.02389946324216389,0.019907866603508424,0.02789105988081935
A-0368,0,13.3,200,Religador,Zona Oeste,Sim,3.01,2014-06-17,0.0,0.2752100840336135,0.062552831783601,0.15789473684210525,0.08959734002601354,0.06207633162265218,0.11711834842937488
A-0369,3,11.4,100,Cabo,Zona Sul,Não,16.66,2014-05-16,0.375,0.23529411764705888,0.3510143702451395,0.05263157894736842,0.30762629249769047,0.3215968807329846,0.29365570426239634
A-0370,3,11.5,50,Religador,Centro,Sim,12.47,2014-04-26,0.375,0.23739495798319332,0.2624683009298394,0.0,0.27621948187559053,0.28997998607727116,0.2624589776739098
A-0371,4,18.2,500,Religador,Zona Oeste,Sim,25.62,2015-11-24,0.5,0.3781512605042017,0.540363482671175,0.47368421052631576,0.48510771795482444,0.4972925919044042,0.4729228440052446
A-0372,2,5.4,200,Transformador,Centro,Sim,14.57,2023-06-01,0.25,0.10924369747899161,0.30684699915469144,0.15789473684210525,0.2296923129264163,0.2437679431785171,0.21561668267431544
A-0373,4,7.9,200,Seccionalizador,Zona Oeste,Não,25.65,2021-02-08,0.5,0.16176470588235298,0.5409974640743871,0.15789473684210525,0.41044165408299726,0.44426518349476196,0.3766181246712325
A-0374,1,4.0,500,Isolador,Zona Norte,Não,7.63,2022-11-23,0.125,0.07983193277310925,0.16018596787827558,0.47368421052631576,0.1613905979707361,0.1659074046934252,0.156873791248047
A-0375,2,5.2,200,Transformador,Zona Sul,Não,12.8,2021-10-22,0.25,0.1050420168067227,0.2694420963651733,0.15789473684210525,0.21763050595510708,0.23212630427443479,0.20313470763577934
A-0376,0,2.4,100,Isolador,Zona Norte,Não,1.77,2024-10-17,0.0,0.046218487394957986,0.03634826711749788,0.05263157894736842,0.025411335508977805,0.020789486769482005,0.030033184248473604
A-0377,5,4.2,200,Religador,Centro,Não,26.88,2021-05-18,0.625,0.08403361344537816,0.5669907016060862,0.15789473684210525,0.452693406855112,0.5067900455105742,0.39859676819964984
A-0378,2,10.7,100,Isolador,Centro,Não,12.6,2015-01-11,0.25,0.22058823529411767,0.2652155536770921,0.05263157894736842,0.228945471056688,0.23188664752727622,0.22600429458609975
A-0379,2,28.4,100,Seccionalizador,Zona Oeste,Sim,13.36,2000-11-30,0.25,0.592436974789916,0.28127641589180047,0.05263157894736842,0.30813347762026017,0.2738897801412686,0.34237717509925175
A-0380,3,2.9,200,Transformador,Zona Oeste,Não,17.43,2023-11-02,0.375,0.05672268907563025,0.3672865595942519,0.15789473684210525,0.28731997937761217,0.3191477104700491,0.25549224828517514
A-0381,2,6.5,500,Seccionalizador,Zona Norte,Sim,17.38,2021-06-29,0.25,0.1323529411764706,0.3662299239222316,0.47368421052631576,0.28370798646459516,0.2954726923469481,0.2719432805822422
A-0382,6,25.1,1000,Seccionalizador,Zona Oeste,Não,41.83,2008-10-09,0.75,0.5231092436974791,0.8829247675401521,1.0,0.7694992790015415,0.7921883546317936,0.7468102033712893
A-0383,2,12.0,200,Transformador,Zona Oeste,Não,13.92,2022-03-30,0.25,0.24789915966386558,0.2931107354184277,0.15789473684210525,0.2533025262425119,0.25351261027612537,0.2530924422088985
A-0384,2,10.2,100,Seccionalizador,Zona Sul,Não,11.47,2021-08-13,0.25,0.2100840336134454,0.24133558748943365,0.05263157894736842,0.21968064086425604,0.2236722375029115,0.21568904422560056
A-0385,2,3.7,100,Cabo,Centro,Não,11.46,2024-10-22,0.25,0.07352941176470588,0.2411242603550296,0.05263157894736842,0.1923063183541869,0.2099533771777163,0.17465925953065747
A-0386,3,7.0,500,Cabo,Zona Oeste,Não,20.94,2021-12-19,0.375,0.14285714285714288,0.44146238377007607,0.47368421052631576,0.358378564755083,0.3815928504693687,0.33516427904079726
A-0387,3,4.9,200,Cabo,Zona Norte,Não,17.2,2023-03-27,0.375,0.09873949579831934,0.36242603550295854,0.15789473684210525,0.294265183494762,0.32189123391493,0.26663913307459386
A-0388,3,11.2,200,Isolador,Zona Oeste,Sim,19.49,2020-12-31,0.375,0.23109243697478996,0.4108199492814877,0.15789473684210525,0.33525394586361484,0.3496447021661358,0.3208631895610938
A-0389,6,11.4,500,Seccionalizador,Zona Oeste,Sim,40.91,2019-09-27,0.75,0.23529411764705888,0.8634826711749789,0.47368421052631576,0.653472045934537,0.704942634169831,0.6020014576992428
A-0390,1,5.7,500,Transformador,Zona Oeste,Não,7.63,2022-06-24,0.125,0.11554621848739498,0.16018596787827558,0.47368421052631576,0.16853345511359324,0.16947883326485375,0.16758807696233274
A-0391,2,6.6,500,Transformador,Zona Sul,Não,16.61,2024-02-17,0.25,0.13445378151260504,0.3499577345731192,0.47368421052631576,0.27924649772708837,0.2908011195758278,0.26769187587834886
A-0392,1,18.3,50,Isolador,Centro,Sim,5.52,2007-03-23,0.125,0.3802521008403362,0.11559594251901943,0.0,0.16072920292377307,0.13520399283973944,0.1862544130078067
A-0393,2,19.7,500,Transformador,Zona Norte,Sim,16.06,2022-09-05,0.25,0.40966386554621853,0.338334742180896,0.47368421052631576,0.3308016168161441,0.3148352302615222,0.3467680033707659
A-0394,3,6.1,500,Cabo,Zona Norte,Sim,19.25,2023-08-08,0.375,0.12394957983193278,0.4057480980557903,0.47368421052631576,0.3438827664357552,0.36898780845256196,0.31877772441894847
A-0395,3,6.3,100,Seccionalizador,Centro,Sim,14.69,2024-07-06,0.375,0.1281512605042017,0.30938292476754015,0.05263157894736842,0.27370828742583925,0.29839316137541905,0.24902341347625936
A-0396,2,2.7,200,Transformador,Zona Norte,Não,12.19,2024-10-11,0.25,0.05252100840336135,0.2565511411665258,0.15789473684210525,0.20325901771484053,0.22300691687450439,0.18351111855517666
A-0397,1,6.6,200,Transformador,Zona Sul,Não,8.27,2019-10-16,0.125,0.13445378151260504,0.17371090448013524,0.15789473684210525,0.14479350133077212,0.1438481231795116,0.1457388794820326
A-0398,4,8.4,1000,Religador,Zona Oeste,Não,30.86,2021-05-25,0.5,0.17226890756302526,0.6510989010989011,1.0,0.5297834518422754,0.5625565610859729,0.4970103425985779
A-0399,1,10.8,50,Religador,Centro,Não,5.91,2015-11-24,0.125,0.22268907563025217,0.12383770076077769,0.0,0.13168912535428373,0.12192021779125853,0.14145803291730896
A-0400,2,6.8,200,Religador,Zona Norte,Não,11.0,2021-08-27,0.25,0.13865546218487396,0.23140321217244292,0.15789473684210525,0.2129415297729182,0.2240759835544308,0.20180707599140557
A-0401,2,20.7,100,Seccionalizador,Centro,Sim,11.1,2005-10-18,0.25,0.43067226890756305,0.2335164835164835,0.05263157894736842,0.2614525567311945,0.2433853298404382,0.2795197836219508
A-0402,2,21.4,500,Cabo,Centro,Sim,15.88,2013-02-14,0.25,0.44537815126050423,0.334530853761623,0.47368421052631576,0.33680330743321935,0.3172654923071689,0.35634112255926975
A-0403,0,28.9,100,Cabo,Centro,Não,3.35,2017-02-18,0.0,0.6029411764705883,0.06973795435333897,0.05263157894736842,0.1467727794948562,0.08647866184779737,0.20706689714191504
A-0404,4,10.8,100,Cabo,Zona Sul,Sim,19.26,2015-04-24,0.5,0.22268907563025217,0.40595942519019446,0.05263157894736842,0.3715888005778456,0.3993198930148204,0.3438577081408708
A-0405,1,6.6,200,Seccionalizador,Centro,Não,5.34,2020-01-11,0.125,0.13445378151260504,0.11179205409974641,0.15789473684210525,0.12621784621665547,0.12527246806539494,0.12716322436791594
A-0406,0,10.2,1000,Seccionalizador,Zona Sul,Sim,3.76,2020-05-11,0.0,0.2100840336134454,0.07840236686390532,1.0,0.16553751678186068,0.14452911342051614,0.18654592014320523
A-0407,2,6.9,100,Religador,Centro,Sim,9.76,2024-06-06,0.25,0.14075630252100843,0.2051986475063398,0.05263157894736842,0.19497401265084047,0.20589838239873962,0.1840496429029413
A-0408,2,18.3,100,Transformador,Zona Oeste,Sim,9.64,2016-07-12,0.25,0.3802521008403362,0.20266272189349113,0.05263157894736842,0.24211239463085144,0.2290871845468178,0.25513760471488506
A-0409,3,13.3,500,Isolador,Zona Oeste,Não,18.66,2018-03-16,0.375,0.2752100840336135,0.39327979712595096,0.47368421052631576,0.3703943769971396,0.38037336859377824,0.3604153854005009
A-0410,2,5.6,200,Isolador,Zona Oeste,Sim,12.77,2021-08-20,0.25,0.1134453781512605,0.2688081149619611,0.15789473684210525,0.21912098380305098,0.2327764459879249,0.205465521618177
A-0411,0,13.5,1000,Transformador,Zona Oeste,Não,2.52,2015-08-24,0.0,0.2794117647058824,0.0521978021978022,1.0,0.17154169360051716,0.1436005171299289,0.19948287007110538
A-0412,2,1.3,100,Religador,Zona Oeste,Sim,12.42,2024-07-12,0.25,0.023109243697478996,0.26141166525781906,0.05263157894736842,0.18830850621157838,0.21099758184183046,0.16561943058132625
A-0413,2,22.3,200,Transformador,Zona Oeste,Não,12.09,2004-06-17,0.25,0.46428571428571436,0.2544378698224852,0.15789473684210525,0.28497797748809894,0.2635494060595275,0.30640654891667035
A-0414,3,4.6,100,Transformador,Zona Sul,Não,17.4,2024-10-31,0.375,0.09243697478991597,0.3666525781910397,0.05263157894736842,0.28374632631003194,0.31200262883104035,0.2554900237890235
A-0415,2,20.4,100,Isolador,Centro,Não,10.08,2014-04-14,0.25,0.4243697478991597,0.21196111580726965,0.05263157894736842,0.2537254422167497,0.2362884674268337,0.27116241700666566
A-0416,2,5.6,200,Religador,Centro,Não,14.77,2021-12-05,0.25,0.1134453781512605,0.3110735418427726,0.15789473684210525,0.23180061186729442,0.24545607405216835,0.21814514968242044
A-0417,0,8.8,200,Seccionalizador,Centro,Sim,2.86,2017-03-10,0.0,0.18067226890756308,0.05938292476754015,0.15789473684210525,0.06973880489598519,0.05167157800522888,0.0878060317867415
A-0418,3,6.3,500,Isolador,Zona Sul,Sim,21.57,2019-03-12,0.375,0.1281512605042017,0.4547759932375317,0.47368421052631576,0.35943147112473145,0.38411634507431125,0.3347465971751516
A-0419,3,11.5,200,Seccionalizador,Zona Norte,Não,16.96,2022-06-04,0.375,0.23739495798319332,0.3573541842772612,0.15789473684210525,0.3204747205640276,0.3342352247657082,0.30671421636234686
A-0420,4,2.9,200,Religador,Zona Oeste,Sim,21.58,2023-07-23,0.5,0.05672268907563025,0.4549873203719357,0.15789473684210525,0.3636302076109173,0.4079579387033543,0.3193024765184803
A-0421,0,0.6,200,Transformador,Zona Oeste,Sim,2.32,2024-12-19,0.0,0.008403361344537815,0.047971259509721045,0.15789473684210525,0.0318615238060344,0.03102118767158062,0.03270185994048819
A-0422,4,19.4,1000,Cabo,Zona Norte,Não,30.71,2017-08-16,0.5,0.40336134453781514,0.6479289940828402,1.0,0.5750509671324151,0.5847148326786336,0.5653871015861966
A-0423,0,22.2,100,Cabo,Zona Norte,Não,0.48,2019-02-10,0.0,0.4621848739495799,0.00908706677937447,0.05263157894736842,0.10042625271846517,0.05420776532350718,0.14664474011342313
A-0424,2,5.6,100,Religador,Zona Oeste,Não,13.98,2020-10-11,0.25,0.1134453781512605,0.2943786982248521,0.05263157894736842,0.21626584299244456,0.2299213051773185,0.2026103808075706
A-0425,1,4.0,200,Cabo,Centro,Não,10.21,2022-04-27,0.125,0.07983193277310925,0.2147083685545224,0.15789473684210525,0.1461683708051891,0.15068517752787816,0.14165156408250001
A-0426,2,7.0,200,Seccionalizador,Zona Sul,Não,13.33,2018-04-10,0.25,0.14285714285714288,0.28064243448858833,0.15789473684210525,0.22855363260221562,0.23926791831650132,0.21783934688792989
A-0427,2,3.0,100,Cabo,Centro,Não,13.98,2024-01-28,0.25,0.05882352941176471,0.2943786982248521,0.05263157894736842,0.2053414732445454,0.22445912030336893,0.18622382618572186
A-0428,0,10.8,1000,Religador,Zona Sul,Não,0.9,2024-01-22,0.0,0.22268907563025217,0.017962806424344887,1.0,0.1499266570533539,0.12765774949032868,0.1721955646163791
A-0429,2,6.1,100,Religador,Centro,Sim,9.36,2019-06-02,0.25,0.12394957983193278,0.1967455621301775,0.05263157894736842,0.18907674250017664,0.20168178451698338,0.1764717004833699
