ID_Ativo,Frequencia_Falhas,Tempo_Operacao,Numero_Clientes_Afetados,Tipo_Ativo,Localidade,Historico_Manutencao,Impacto_DEC_FEC,Data_Evento
A-0708,3,20.3,100,Transformador,Zona Norte,Sim,17.14,2009-04-19
A-0709,2,4.6,50,Religador,Zona Oeste,Sim,11.1,2022-12-28
A-0710,5,1.9,200,Religador,Zona Norte,Sim,26.68,2024-01-23
A-0711,2,2.9,1000,Religador,Zona Sul,Sim,13.82,2023-05-16
A-0712,2,6.6,200,Religador,Zona Norte,Sim,11.0,2020-11-02
A-0713,1,5.7,500,Transformador,Centro,Não,10.03,2021-07-05
A-0714,1,6.1,50,Seccionalizador,Zona Oeste,Não,6.85,2022-09-29
A-0715,6,13.9,200,Religador,Zona Sul,Não,32.01,2014-01-10
A-0716,1,5.2,200,Cabo,Zona Oeste,Sim,7.74,2022-01-21
A-0717,2,11.4,200,Isolador,Centro,Sim,14.17,2022-01-16
A-0718,0,2.9,50,Isolador,Centro,Sim,4.34,2023-11-18
A-0719,4,19.1,200,Cabo,Zona Oeste,Não,25.88,2024-04-24
A-0720,2,3.2,200,Religador,Zona Sul,Não,12.24,2023-07-05
A-0721,3,8.5,500,Transformador,Centro,Sim,19.33,2024-04-12
A-0722,3,7.5,200,Seccionalizador,Centro,Não,17.09,2019-02-09
A-0723,3,10.7,100,Isolador,Zona Oeste,Não,17.73,2018-07-25
A-0724,2,14.8,200,Seccionalizador,Zona Norte,Sim,15.46,2022-01-15
A-0725,1,5.9,100,Transformador,Zona Sul,Sim,6.95,2024-01-29
A-0726,2,15.1,500,Isolador,Zona Norte,Não,13.96,2011-04-12
A-0727,3,18.2,200,Seccionalizador,Zona Norte,Não,18.06,2016-06-29
A-0728,3,7.1,100,Transformador,Zona Oeste,Sim,15.37,2018-12-12
A-0729,3,26.3,1000,Seccionalizador,Centro,Sim,22.01,2008-05-16
A-0730,2,10.7,200,Religador,Zona Norte,Não,13.58,2024-03-01
A-0731,3,6.4,50,Transformador,Zona Oeste,Sim,11.87,2024-05-21
A-0732,2,8.9,200,Seccionalizador,Centro,Não,11.9,2024-02-23
A-0733,0,26.3,100,Religador,Zona Norte,Não,3.31,2007-05-15
A-0734,4,11.0,500,Religador,Zona Sul,Sim,25.03,2018-11-14
A-0735,3,11.0,500,Transformador,Zona Norte,Sim,19.07,2018-08-30
A-0736,2,11.8,1000,Cabo,Zona Norte,Não,15.28,2015-07-20
A-0737,3,16.0,200,Isolador,Zona Norte,Sim,20.3,2016-08-24
A-0738,2,10.9,200,Transformador,Zona Norte,Sim,14.43,2021-04-01
A-0739,1,12.9,500,Religador,Zona Sul,Não,6.33,2024-12-10
A-0740,4,8.8,100,Religador,Zona Sul,Sim,20.97,2017-10-16
A-0741,3,9.6,200,Transformador,Centro,Não,17.28,2017-08-08
A-0742,4,16.6,200,Cabo,Zona Sul,Sim,24.46,2022-07-28
A-0743,1,4.5,50,Isolador,Zona Oeste,Não,7.54,2023-11-16
A-0744,2,8.5,200,Seccionalizador,Zona Norte,Sim,14.92,2022-05-21
A-0745,1,6.7,500,Transformador,Zona Sul,Não,8.59,2021-02-24
A-0746,2,2.3,500,Isolador,Zona Norte,Não,17.41,2024-09-01
A-0747,1,2.6,50,Isolador,Zona Oeste,Sim,8.83,2023-06-03
A-0748,1,8.4,50,Religador,Zona Oeste,Não,8.34,2020-12-03
A-0749,5,17.1,100,Seccionalizador,Centro,Sim,25.95,2019-08-06
A-0750,0,9.8,500,Transformador,Zona Norte,Não,1.99,2016-05-10
A-0751,2,5.2,100,Religador,Zona Norte,Não,11.05,2024-09-15
A-0752,4,21.0,500,Religador,Zona Norte,Não,24.93,2011-01-27
A-0753,2,6.1,100,Cabo,Centro,Sim,10.48,2020-11-22
A-0754,0,3.4,200,Isolador,Zona Oeste,Não,3.59,2022-08-17
A-0755,5,26.6,200,Transformador,Centro,Sim,29.53,2005-02-03
A-0756,2,8.9,500,Transformador,Zona Norte,Não,17.02,2024-08-20
A-0757,4,24.2,100,Transformador,Zona Sul,Não,18.71,2014-08-16
A-0758,3,8.3,200,Religador,Centro,Sim,16.69,2022-05-01
A-0759,1,8.5,100,Cabo,Zona Oeste,Sim,8.56,2024-07-22
A-0760,2,2.1,500,Seccionalizador,Zona Oeste,Não,14.23,2023-10-21
A-0761,5,6.0,500,Religador,Zona Norte,Não,31.67,2023-12-13
A-0762,1,11.8,100,Seccionalizador,Zona Norte,Sim,9.6,2021-10-12
A-0763,1,13.5,500,Cabo,Centro,Sim,10.15,2021-07-08
A-0764,1,9.3,200,Isolador,Zona Sul,Não,7.35,2019-09-15
A-0765,3,6.6,100,Transformador,Centro,Sim,17.96,2022-10-03
A-0766,2,8.6,200,Seccionalizador,Zona Sul,Sim,14.01,2017-08-12
A-0767,1,3.3,100,Religador,Zona Oeste,Sim,8.56,2022-07-12
A-0768,0,21.7,500,Seccionalizador,Centro,Sim,4.08,2010-02-08
A-0769,1,14.7,500,Isolador,Zona Oeste,Não,6.64,2011-12-25
A-0770,0,7.7,100,Transformador,Centro,Não,3.11,2022-03-13
A-0771,3,5.7,200,Seccionalizador,Zona Oeste,Não,15.94,2024-02-25
A-0772,2,27.7,500,Isolador,Centro,Sim,12.65,2001-11-20
A-0773,0,5.0,1000,Religador,Zona Sul,Não,4.52,2020-02-28
A-0774,1,7.0,200,Cabo,Centro,Não,7.94,2023-02-18
A-0775,3,22.3,1000,Religador,Zona Oeste,Sim,24.41,2024-08-07
A-0776,2,10.0,200,Transformador,Zona Norte,Não,14.8,2016-08-04
A-0777,1,1.6,200,Religador,Centro,Não,10.05,2024-08-21
A-0778,3,10.3,500,Religador,Zona Norte,Não,23.0,2021-06-27
A-0779,4,5.2,200,Religador,Zona Norte,Não,23.63,2023-08-05
A-0780,0,2.1,200,Religador,Zona Sul,Não,1.68,2024-06-01
A-0781,1,5.4,200,Transformador,Zona Oeste,Sim,6.08,2023-02-20
A-0782,1,3.2,500,Isolador,Zona Norte,Não,8.22,2023-02-08
A-0783,2,4.2,500,Seccionalizador,Centro,Sim,14.27,2024-08-15
A-0784,2,9.9,200,Cabo,Centro,Não,13.4,2022-12-21
A-0785,0,2.4,200,Seccionalizador,Zona Norte,Não,3.33,2023-08-22
A-0786,2,15.8,200,Seccionalizador,Zona Norte,Não,15.5,2014-04-07
A-0787,0,6.5,200,Cabo,Zona Norte,Não,3.64,2021-10-27
A-0788,4,4.5,100,Transformador,Centro,Não,21.68,2024-03-07
A-0789,1,6.5,500,Cabo,Zona Norte,Sim,7.89,2023-11-03
A-0790,5,3.2,200,Transformador,Zona Oeste,Não,26.69,2022-02-27
A-0791,1,3.2,200,Seccionalizador,Centro,Não,6.74,2021-12-23
A-0792,1,6.1,100,Transformador,Zona Norte,Não,8.46,2021-02-27
A-0793,0,10.3,100,Isolador,Zona Sul,Não,1.03,2022-02-06
A-0794,1,11.9,1000,Cabo,Zona Sul,Sim,10.47,2022-07-26
A-0795,2,5.7,200,Isolador,Zona Norte,Sim,13.51,2022-08-12
A-0796,0,7.1,100,Seccionalizador,Zona Sul,Não,0.86,2022-10-01
A-0797,3,9.8,200,Cabo,Zona Oeste,Não,17.22,2016-03-09
A-0798,4,23.1,200,Seccionalizador,Centro,Sim,23.69,2024-08-08
A-0799,2,8.8,50,Isolador,Zona Norte,Não,9.96,2017-11-21
A-0800,5,4.9,200,Seccionalizador,Centro,Não,30.41,2021-11-21
A-0801,2,3.8,200,Cabo,Zona Norte,Sim,14.28,2022-01-02
A-0802,3,15.9,200,Cabo,Zona Norte,Não,18.78,2015-10-02
A-0803,1,0.6,200,Seccionalizador,Zona Sul,Não,9.41,2024-12-19
A-0804,2,5.4,200,Cabo,Centro,Não,13.42,2020-07-22
A-0805,0,3.8,1000,Cabo,Zona Norte,Não,4.82,2023-12-18
A-0806,3,14.5,200,Seccionalizador,Zona Norte,Não,17.0,2012-01-18
A-0807,1,19.9,100,Isolador,Zona Norte,Sim,8.19,2017-05-31
A-0808,3,7.0,100,Cabo,Zona Sul,Sim,15.7,2018-06-11
A-0809,3,4.4,200,Cabo,Zona Norte,Sim,17.3,2023-10-03
A-0810,1,7.5,500,Cabo,Zona Oeste,Não,7.12,2020-11-08
A-0811,3,11.3,100,Cabo,Zona Norte,Sim,16.61,2016-02-25
A-0812,0,12.5,500,Seccionalizador,Zona Norte,Sim,1.08,2018-06-02
A-0813,1,7.5,50,Isolador,Zona Oeste,Sim,4.93,2023-12-20
A-0814,0,20.0,200,Isolador,Centro,Sim,4.95,2014-01-26
A-0815,2,5.2,500,Transformador,Centro,Não,16.44,2021-09-10
A-0816,1,6.1,200,Cabo,Zona Sul,Sim,9.04,2020-08-02
A-0817,4,6.4,200,Cabo,Zona Norte,Não,25.18,2024-06-03
A-0818,3,10.3,100,Transformador,Zona Oeste,Não,18.69,2022-11-28
A-0819,1,15.2,500,Isolador,Zona Oeste,Sim,9.08,2011-03-09
A-0820,1,2.6,50,Religador,Zona Norte,Não,5.03,2024-07-23
A-0821,4,3.0,500,Religador,Zona Norte,Não,29.18,2023-12-03
A-0822,1,10.4,100,Isolador,Zona Norte,Sim,8.33,2016-03-29
A-0823,1,3.1,500,Cabo,Zona Norte,Sim,8.29,2024-07-13
A-0824,1,6.7,200,Religador,Zona Sul,Sim,7.67,2024-07-13
A-0825,3,6.3,500,Seccionalizador,Zona Sul,Sim,20.71,2022-11-17
A-0826,1,18.5,200,Seccionalizador,Zona Norte,Sim,9.95,2019-05-02
A-0827,2,24.5,1000,Transformador,Centro,Não,15.54,2012-05-15
A-0828,5,5.6,100,Isolador,Zona Norte,Não,27.89,2021-10-01
A-0829,1,12.3,100,Isolador,Centro,Não,9.17,2017-08-10
A-0830,2,6.4,200,Religador,Zona Oeste,Sim,13.76,2022-11-27
A-0831,5,14.6,50,Cabo,Centro,Sim,22.56,2016-01-03
A-0832,1,3.0,100,Isolador,Zona Oeste,Não,6.47,2022-02-17
A-0833,4,18.1,1000,Religador,Zona Sul,Sim,27.73,2011-08-14
A-0834,4,5.0,1000,Religador,Zona Sul,Sim,28.27,2024-01-31
A-0835,1,2.2,200,Isolador,Zona Norte,Não,9.07,2024-06-23
A-0836,2,5.3,1000,Religador,Zona Sul,Sim,16.18,2022-01-30
A-0837,3,6.7,200,Transformador,Zona Sul,Não,16.66,2020-05-18
A-0838,6,3.2,100,Transformador,Zona Sul,Sim,29.01,2023-12-29
A-0839,0,8.0,500,Isolador,Zona Norte,Não,4.74,2017-11-07
A-0840,4,13.4,200,Cabo,Zona Norte,Não,23.05,2012-07-14
A-0841,3,4.1,1000,Transformador,Zona Sul,Não,25.26,2021-02-10
A-0842,1,22.8,100,Transformador,Centro,Sim,6.14,2016-04-14
A-0843,4,35.6,200,Isolador,Zona Norte,Não,23.93,2010-11-23
A-0844,1,6.8,50,Seccionalizador,Zona Oeste,Não,4.03,2023-10-29
A-0845,2,12.8,100,Religador,Centro,Não,11.84,2014-04-07
A-0846,1,11.0,50,Transformador,Zona Norte,Não,7.12,2020-09-27
A-0847,4,7.5,1000,Seccionalizador,Zona Norte,Não,28.81,2020-07-05
A-0848,3,6.9,500,Cabo,Zona Sul,Sim,21.54,2024-05-11
A-0849,6,1.5,500,Seccionalizador,Centro,Não,40.54,2024-05-27
A-0850,1,7.4,200,Isolador,Zona Sul,Não,8.74,2021-05-29
A-0851,2,14.5,200,Cabo,Centro,Sim,14.49,2011-02-11
A-0852,1,5.1,100,Cabo,Centro,Sim,6.17,2021-09-15
A-0853,2,22.4,100,Seccionalizador,Zona Sul,Não,12.07,2014-06-30
A-0854,3,11.2,200,Isolador,Zona Norte,Não,20.82,2022-11-12
A-0855,3,18.2,500,Transformador,Zona Oeste,Sim,23.14,2015-04-08
A-0856,0,7.0,200,Seccionalizador,Centro,Sim,4.76,2019-06-11
A-0857,1,9.4,50,Transformador,Zona Norte,Sim,5.86,2021-02-16
A-0858,1,12.6,50,Seccionalizador,Centro,Não,7.87,2021-04-12
A-0859,4,6.4,100,Transformador,Zona Norte,Sim,21.56,2019-06-25
A-0860,1,17.6,200,Seccionalizador,Zona Oeste,Não,5.72,2016-09-30
A-0861,4,5.2,1000,Cabo,Zona Oeste,Sim,31.75,2020-03-11
A-0862,0,28.2,200,Religador,Centro,Não,3.39,2024-09-05
A-0863,3,2.9,500,Cabo,Zona Norte,Não,19.64,2023-03-26
A-0864,1,11.9,200,Transformador,Zona Sul,Sim,5.7,2022-03-22
A-0865,2,4.8,200,Isolador,Centro,Sim,14.79,2023-08-28
A-0866,4,3.7,100,Cabo,Centro,Não,18.85,2023-09-26
A-0867,2,3.8,500,Religador,Zona Oeste,Sim,12.89,2024-08-26
A-0868,1,0.3,500,Transformador,Zona Oeste,Sim,8.35,2024-12-19
A-0869,1,3.4,100,Cabo,Zona Oeste,Não,5.29,2022-06-07
A-0870,2,15.1,200,Seccionalizador,Zona Sul,Não,15.17,2016-11-01
A-0871,1,14.2,200,Isolador,Zona Sul,Não,7.65,2024-12-01
A-0872,2,2.8,200,Transformador,Zona Norte,Sim,13.45,2023-10-30
A-0873,1,11.8,1000,Cabo,Centro,Sim,11.55,2023-02-14
A-0874,2,4.5,200,Transformador,Centro,Sim,13.26,2022-11-11
A-0875,0,1.2,200,Seccionalizador,Zona Sul,Não,1.77,2024-06-14
A-0876,1,15.2,50,Religador,Zona Sul,Não,7.92,2019-01-03
A-0877,4,16.7,50,Cabo,Zona Oeste,Não,17.94,2011-04-16
A-0878,3,5.3,100,Transformador,Zona Oeste,Sim,15.44,2021-03-11
A-0879,2,18.3,50,Transformador,Zona Oeste,Não,11.48,2013-05-21
A-0880,2,7.8,500,Transformador,Zona Oeste,Sim,16.44,2024-01-18
A-0881,1,9.0,500,Religador,Centro,Sim,10.18,2018-11-23
A-0882,5,7.4,100,Transformador,Zona Sul,Não,27.96,2021-08-06
A-0883,0,2.7,500,Isolador,Zona Norte,Sim,3.93,2024-05-27
A-0884,2,6.8,100,Isolador,Centro,Não,13.08,2020-04-08
A-0885,3,2.8,200,Transformador,Zona Oeste,Não,20.2,2024-02-09
A-0886,1,12.2,100,Isolador,Zona Oeste,Não,4.62,2016-03-24
A-0887,2,13.1,200,Cabo,Centro,Não,12.42,2021-12-13
A-0888,4,1.1,100,Isolador,Centro,Não,22.15,2024-07-30
A-0889,3,12.7,200,Transformador,Zona Sul,Não,18.91,2020-11-14
A-0890,2,7.8,200,Seccionalizador,Zona Sul,Sim,11.49,2020-03-19
A-0891,1,1.5,1000,Cabo,Zona Oeste,Não,8.43,2024-04-12
A-0892,3,9.6,50,Religador,Centro,Não,13.48,2016-05-11
A-0893,2,6.2,100,Transformador,Centro,Não,12.07,2022-05-25
A-0894,1,4.6,50,Religador,Centro,Não,8.09,2022-10-16
A-0895,0,2.9,200,Seccionalizador,Centro,Sim,4.66,2023-03-18
A-0896,0,10.8,50,Religador,Centro,Sim,3.75,2020-04-19
A-0897,2,8.8,500,Transformador,Zona Oeste,Sim,16.65,2021-09-25
A-0898,0,9.2,200,Transformador,Zona Norte,Não,2.35,2018-03-27
A-0899,1,17.8,200,Seccionalizador,Zona Norte,Não,7.25,2020-06-02
A-0900,0,22.4,200,Transformador,Centro,Não,1.96,2009-05-01
A-0901,0,0.9,100,Seccionalizador,Centro,Sim,3.08,2024-12-19
A-0902,2,10.9,100,Seccionalizador,Zona Oeste,Sim,9.85,2019-02-15
A-0903,2,5.4,200,Transformador,Zona Sul,Não,13.5,2022-10-03
A-0904,4,12.1,200,Isolador,Zona Sul,Não,24.54,2022-02-17
A-0905,4,4.3,100,Seccionalizador,Zona Norte,Não,20.66,2021-05-11
A-0906,0,28.1,100,Transformador,Zona Norte,Não,4.77,2003-10-09
A-0907,2,12.4,1000,Isolador,Zona Norte,Sim,16.86,2023-05-20
A-0908,1,7.1,50,Seccionalizador,Zona Norte,Não,5.03,2022-01-14
A-0909,2,18.5,500,Isolador,Zona Oeste,Não,14.83,2016-11-27
A-0910,1,3.9,500,Cabo,Centro,Não,9.59,2024-03-02
A-0911,0,12.8,100,Cabo,Zona Sul,Não,1.62,2018-07-29
A-0912,4,6.9,100,Isolador,Centro,Não,18.86,2020-04-17
A-0913,4,7.7,100,Seccionalizador,Zona Sul,Não,21.38,2021-11-17
A-0914,1,35.3,200,Transformador,Zona Oeste,Não,10.04,2011-02-07
A-0915,1,11.0,200,Religador,Zona Sul,Não,7.73,2018-02-03
A-0916,3,4.3,500,Transformador,Zona Norte,Não,23.18,2022-08-31
A-0917,6,7.5,1000,Religador,Zona Oeste,Sim,45.63,2023-01-17
A-0918,1,4.5,200,Religador,Zona Sul,Não,6.04,2024-08-26
A-0919,1,5.0,100,Seccionalizador,Centro,Não,8.16,2024-12-13
A-0920,3,9.1,100,Isolador,Centro,Sim,16.02,2022-11-20
A-0921,3,4.7,500,Transformador,Zona Sul,Não,19.9,2021-01-11
A-0922,1,18.5,100,Isolador,Zona Sul,Sim,8.05,2008-09-05
A-0923,2,7.0,50,Cabo,Zona Norte,Sim,11.58,2020-09-18
A-0924,2,7.9,500,Seccionalizador,Zona Norte,Sim,13.33,2018-09-17
A-0925,1,5.3,200,Seccionalizador,Zona Oeste,Não,9.88,2020-03-02
A-0926,2,2.6,1000,Cabo,Centro,Não,17.57,2024-11-14
A-0927,2,3.0,200,Transformador,Zona Norte,Não,15.27,2024-10-18
A-0928,2,9.8,50,Cabo,Centro,Não,9.45,2023-02-20
A-0929,2,6.4,1000,Transformador,Zona Oeste,Não,18.51,2024-12-18
A-0930,2,10.3,100,Religador,Centro,Sim,11.07,2020-01-24
A-0931,1,16.8,200,Seccionalizador,Zona Sul,Sim,5.57,2021-11-27
A-0932,1,4.5,200,Transformador,Centro,Não,9.12,2021-11-10
A-0933,5,31.3,50,Isolador,Zona Sul,Não,23.18,2001-03-18
A-0934,3,3.5,200,Isolador,Zona Oeste,Não,18.9,2022-10-27
A-0935,3,2.9,100,Seccionalizador,Zona Norte,Não,16.29,2023-08-04
A-0936,1,15.3,200,Cabo,Zona Norte,Não,5.46,2020-06-08
A-0937,2,8.1,200,Cabo,Zona Norte,Sim,13.73,2017-04-12
A-0938,7,4.3,500,Transformador,Zona Norte,Não,45.6,2024-11-27
A-0939,2,2.6,500,Cabo,Zona Oeste,Não,15.23,2024-09-24
A-0940,2,3.6,100,Seccionalizador,Centro,Não,11.38,2024-06-24
A-0941,3,8.6,200,Transformador,Zona Sul,Sim,20.74,2020-02-26
A-0942,0,20.7,200,Religador,Centro,Não,3.02,2024-05-04
A-0943,2,1.6,100,Cabo,Centro,Não,12.98,2024-07-04
A-0944,2,9.2,500,Cabo,Zona Norte,Sim,17.11,2022-02-25
A-0945,2,13.8,500,Transformador,Zona Norte,Não,15.39,2012-08-25
A-0946,1,5.5,100,Isolador,Zona Norte,Sim,4.68,2020-10-11
A-0947,2,21.4,200,Cabo,Zona Sul,Não,10.78,2010-08-18
A-0948,1,10.1,100,Seccionalizador,Centro,Não,8.13,2024-02-03
A-0949,2,14.7,200,Cabo,Centro,Não,12.0,2012-12-04
A-0950,2,14.3,100,Religador,Zona Sul,Sim,12.13,2024-11-28
A-0951,5,17.9,1000,Cabo,Zona Oeste,Sim,35.56,2017-07-25
A-0952,2,7.3,500,Isolador,Centro,Sim,13.78,2023-07-28
A-0953,2,23.8,200,Cabo,Zona Sul,Sim,13.13,2013-11-17
A-0954,1,7.7,200,Transformador,Zona Norte,Sim,10.18,2021-08-05
A-0955,1,6.8,1000,Cabo,Zona Sul,Não,9.99,2020-10-09
A-0956,0,6.6,200,Isolador,Zona Oeste,Sim,4.68,2019-01-25
A-0957,0,6.2,100,Transformador,Zona Oeste,Não,4.8,2023-03-26
A-0958,2,6.2,200,Seccionalizador,Zona Sul,Sim,11.65,2021-11-11
A-0959,4,8.7,500,Transformador,Centro,Não,26.42,2018-04-06
A-0960,2,8.9,200,Religador,Zona Oeste,Não,14.46,2020-07-07
A-0961,5,8.8,200,Transformador,Zona Norte,Não,30.85,2017-05-09
A-0962,1,7.1,500,Seccionalizador,Centro,Não,8.81,2019-04-14
A-0963,1,14.3,500,Cabo,Zona Norte,Sim,11.18,2020-05-08
A-0964,2,9.5,1000,Transformador,Zona Oeste,Não,13.88,2021-09-02
A-0965,0,11.3,50,Transformador,Zona Oeste,Não,1.5,2015-12-30
A-0966,0,3.7,200,Transformador,Centro,Não,3.12,2024-08-31
A-0967,4,2.7,500,Transformador,Zona Sul,Não,27.21,2024-03-02
A-0968,3,13.3,500,Seccionalizador,Zona Oeste,Não,19.23,2018-09-19
A-0969,1,14.7,200,Isolador,Centro,Não,7.14,2016-02-14
A-0970,2,3.5,100,Isolador,Zona Norte,Não,9.36,2024-08-02
A-0971,0,3.1,500,Transformador,Zona Sul,Não,3.21,2022-12-17
A-0972,0,18.9,500,Seccionalizador,Zona Norte,Não,4.46,2024-11-22
A-0973,1,5.5,50,Seccionalizador,Centro,Sim,8.36,2021-01-09
A-0974,2,4.7,200,Transformador,Zona Sul,Sim,14.1,2023-12-31
A-0975,2,3.1,100,Religador,Zona Oeste,Não,11.56,2023-10-08
A-0976,1,3.1,200,Transformador,Zona Sul,Não,7.86,2024-02-01
A-0977,0,30.8,50,Religador,Zona Sul,Sim,0.68,2006-09-04
A-0978,3,7.4,200,Transformador,Zona Norte,Sim,17.62,2019-07-08
A-0979,3,6.4,200,Religador,Centro,Não,16.85,2020-09-07
A-0980,3,2.9,200,Religador,Zona Sul,Não,20.02,2024-09-11
A-0981,5,1.5,200,Transformador,Zona Norte,Sim,31.09,2024-02-25
A-0982,2,24.6,500,Religador,Zona Oeste,Não,15.12,2012-03-18
A-0983,2,16.6,100,Cabo,Centro,Não,12.87,2019-03-30
A-0984,3,9.2,100,Isolador,Zona Norte,Não,14.45,2016-12-25
A-0985,2,6.6,500,Seccionalizador,Zona Norte,Não,15.48,2019-12-30
A-0986,2,9.0,100,Religador,Zona Oeste,Não,12.74,2023-07-30
A-0987,2,8.8,1000,Religador,Centro,Sim,16.08,2020-08-13
A-0988,6,20.3,500,Seccionalizador,Centro,Não,38.52,2017-05-24
A-0989,4,10.9,200,Religador,Centro,Sim,25.6,2022-11-24
A-0990,1,5.4,1000,Seccionalizador,Zona Oeste,Não,10.62,2021-09-25
A-0991,6,4.3,50,Transformador,Centro,Sim,28.09,2024-10-12
A-0992,1,8.1,200,Cabo,Centro,Não,9.4,2018-09-23
A-0993,3,6.8,200,Cabo,Centro,Sim,20.86,2021-01-23
A-0994,1,10.6,200,Isolador,Zona Sul,Não,6.26,2017-01-18
A-0995,3,1.2,1000,Religador,Centro,Sim,21.16,2024-03-14
A-0996,4,9.1,50,Isolador,Zona Norte,Não,17.41,2024-03-16
A-0997,3,3.6,200,Transformador,Centro,Não,16.55,2024-07-29
A-0998,3,5.0,200,Cabo,Zona Norte,Não,18.53,2020-04-12
A-0999,2,7.4,200,Transformador,Zona Sul,Não,13.77,2022-09-05
A-1000,4,22.4,100,Transformador,Zona Norte,Sim,21.35,2009-07-07
